What did you think ?,How do you feel  ?,What should you do ?,Question 1,Question 2,Question 3,Result
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Empathetic
i dont wanna be in his place,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,Im proud of myself,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel like a hero,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,bullying is a bad thing,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,Bully anyone whos different than me,Empathetic
it s not my business,i pitty him,stand up to the bully,weak people need help and protection from bullying,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,Im proud of myself,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,Im proud of myself,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel that ive accomplished something,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel that ive accomplished something,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel that ive accomplished something,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel like a hero,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel like a hero,Bully anyone whos different than me,Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,i think i did good,i feel like a hero,"do nothing, its not my business to begin with",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,bullying is a bad thing,Im proud of myself,"From now on, help weak people against aggressors ",Empathetic
"a loser, he doesnt know how to defend himself",i pitty him,talk to the parents,bullying is a bad thing,Im proud of myself,Bully anyone whos different than me,Empathetic
